title,link,salary,company,area,update_time,exp_title,education,com_type
ESL teacher,http://www.jobleadchina.com/job/4144,14K/MTH - 18K/MTH,洋相扎堆儿,Qingdao,"Post time: May 23, 2019",Experience: Mid-Senior Level,Bachelor,Information Technology Services
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/4143,12K/MTH - 30K/MTH,"Beijing Dekuaixin Education Consulting Co.,Ltd ",Others,"Post time: May 22, 2019",Experience: Entry Level,Bachelor,Others
10k-15k French Teacher Wanted in Guangxi Asap+Work,http://www.jobleadchina.com/job/4142,8000K/MTH - 15000K/MTH,Sara,Guangzhou,"Post time: May 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
12-20k Native Teachers Needed in Hebei,http://www.jobleadchina.com/job/4141,8000K/MTH - 20000K/MTH,Sara,Others,"Post time: May 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
20k Native English Teacher Needed Fexible Time +Pr,http://www.jobleadchina.com/job/4140,8000K/MTH - 20000K/MTH,Sara,Guangzhou,"Post time: May 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
12-20k Famale English Teacher for Kingdergarten Sc,http://www.jobleadchina.com/job/4139,12000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: May 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Talent way English Teacher,http://www.jobleadchina.com/job/3928,15K/MTH - 25K/MTH,TALENT WAY,Others,"Post time: May 22, 2019",Experience: Entry Level,Bachelor,Others
The Best Choice for Teachers in China is TalentWay,http://www.jobleadchina.com/job/3965,13K/MTH - 26K/MTH,TALENT WAY,Others,"Post time: May 22, 2019",Experience: Entry Level,Any education,Others
Talent Way English Teacher,http://www.jobleadchina.com/job/4021,13000K/MTH - 25000K/MTH,TALENT WAY,Others,"Post time: May 22, 2019",Experience: Entry Level,Any education,Others
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4136,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 21, 2019",Experience: Entry Level,Bachelor,School
English Teacher for Training School in Guangdong  ,http://www.jobleadchina.com/job/4135,8000K/MTH - 20000K/MTH,Sara,Guangzhou,"Post time: May 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
10 teachers wanted for different kindergartens,http://www.jobleadchina.com/job/4130,20K/MTH - 26K/MTH,TutuageHR,Shanghai,"Post time: May 20, 2019",Experience: Associate,Bachelor,Teaching Center
8 training center for non-native speakers,http://www.jobleadchina.com/job/4129,17K/MTH - 20K/MTH,TutuageHR,Shanghai,"Post time: May 20, 2019",Experience: Associate,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4125,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 17, 2019",Experience: Entry Level,Bachelor,School
English Native or Nonnative Speaker Wanted Sponsor,http://www.jobleadchina.com/job/4121,8000K/MTH - 20000K/MTH,Sara,Others,"Post time: May 16, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4117,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 16, 2019",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4112,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 15, 2019",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4108,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 14, 2019",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4103,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: May 13, 2019",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Cur,http://www.jobleadchina.com/job/4102,15K/MTH - 18K/MTH,LCAIS,Beijing,"Post time: May 13, 2019",Experience: Entry Level,Bachelor,School
Adjunct Faculty Position in Education,http://www.jobleadchina.com/job/4101,10K/MTH - 20K/MTH,Prepare education,Shenyang,"Post time: May 13, 2019",Experience: Mid-Senior Level,Master,Teaching Center
Adjunct Faculty Position in Mechanical Engineering,http://www.jobleadchina.com/job/4100,10K/MTH - 20K/MTH,Prepare education,Others,"Post time: May 13, 2019",Experience: Mid-Senior Level,Any education,Teaching Center
Wow! International School in Hubei+ Free Accommoda,http://www.jobleadchina.com/job/4097,8000K/MTH - 20000K/MTH,Sara,Wuhan,"Post time: May 10, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Attractive Esl Position With Good Payment and Visa,http://www.jobleadchina.com/job/4096,8000K/MTH - 20000K/MTH,Sara,Others,"Post time: May 09, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Esl Female Teacher Needed in Shandong,http://www.jobleadchina.com/job/4095,8000K/MTH - 20000K/MTH,Sara,Others,"Post time: May 09, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Urgently Need Female English Teacher for Training ,http://www.jobleadchina.com/job/4094,8000K/MTH - 20000K/MTH,Sara,Kunming,"Post time: May 09, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Start in June and August!Welcome to China Culture ,http://www.jobleadchina.com/job/4093,8000K/MTH - 20000K/MTH,Sara,Kunming,"Post time: May 08, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
"English ESL Teacher, China",http://www.jobleadchina.com/job/4090,12K/MTH - 20K/MTH,China Global Connections,Shanghai,"Post time: May 08, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Urgent English Teaching Job From a Training Center,http://www.jobleadchina.com/job/4079,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: May 07, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Good Chance for Native English Teacher in China,http://www.jobleadchina.com/job/4074,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: May 06, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/4073,10K/MTH - 18K/MTH,广安爱贝,Others,"Post time: May 04, 2019",Experience: Associate,Bachelor,Teaching Center
Playgroup English Coordinator,http://www.jobleadchina.com/job/4068,30K/MTH - 40K/MTH,Timeswell,Hongkong,"Post time: May 03, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
   French teacher,http://www.jobleadchina.com/job/4062,6K/MTH - 13K/MTH,Timeswell,Beijing,"Post time: May 02, 2019",Experience: Executive,Any education,Teaching Center
English teacher,http://www.jobleadchina.com/job/4061,8K/MTH - 13K/MTH,Timeswell,Shenzhen,"Post time: May 02, 2019",Experience: Associate,Any education,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4055,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 30, 2019",Experience: Entry Level,Bachelor,School
Hiring Now! Amazing Education Job Chance in China!,http://www.jobleadchina.com/job/4053,8000K/MTH - 20000K/MTH,Sara,Guangzhou,"Post time: April 30, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4049,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 29, 2019",Experience: Entry Level,Bachelor,School
English teachers needed,http://www.jobleadchina.com/job/4046,15000K/MTH - 24000K/MTH,Joy Reading Club (阅有意思),Beijing,"Post time: April 28, 2019",Experience: Associate,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/4043,15000K/MTH - 20000K/MTH,Trinitech,Beijing,"Post time: April 26, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Wow! International School in Hubei+ Free Accommoda,http://www.jobleadchina.com/job/4038,12000K/MTH - 20000K/MTH,Sara,Wuhan,"Post time: April 26, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Urgently Need Female Esl English Teacher in Fujian,http://www.jobleadchina.com/job/4033,8000K/MTH - 15000K/MTH,Sara,Others,"Post time: April 25, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Kindergarten Primary Middle Teacher Needed in Zhen,http://www.jobleadchina.com/job/4032,8000K/MTH - 20000K/MTH,Sara,Others,"Post time: April 25, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
"Non Native English Teacher Welcomed , Teach Englis",http://www.jobleadchina.com/job/4031,8000K/MTH - 20000K/MTH,Sara,Qingdao,"Post time: April 25, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Part Time ESL Teacher---Home based,http://www.jobleadchina.com/job/4030,1000K/MTH - 3000K/MTH,Landi English,Others,"Post time: April 24, 2019",Experience: Entry Level,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4024,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 24, 2019",Experience: Entry Level,Bachelor,School
Native English Teachers 12K-20K+Accommodation+Meal,http://www.jobleadchina.com/job/4020,12000K/MTH - 20000K/MTH,Sara,Others,"Post time: April 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Apply Now! English Teacher Needed in Xi'an,http://www.jobleadchina.com/job/4019,8000K/MTH - 15000K/MTH,Sara,Xi'an,"Post time: April 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Esl English Teacher Wanted Asap in China,http://www.jobleadchina.com/job/4018,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: April 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Native English Teacher,http://www.jobleadchina.com/job/4017,16K/MTH - 22K/MTH,Etonkids,Beijing,"Post time: April 22, 2019",Experience: Entry Level,Bachelor,School
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4016,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 22, 2019",Experience: Entry Level,Bachelor,School
Online English,http://www.jobleadchina.com/job/4014,10K/MTH - 20K/MTH,QuquABC,Hangzhou,"Post time: April 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/4007,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: April 19, 2019",Experience: Entry Level,Bachelor,School
ESL teacher,http://www.jobleadchina.com/job/4002,12K/MTH - 17K/MTH,Imagine English Group,Wuhan,"Post time: April 18, 2019",Experience: Internship,Bachelor,School
English Tutor,http://www.jobleadchina.com/job/3998,12K/MTH - 18K/MTH,Cinostar,Hangzhou,"Post time: April 18, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Offline English tutor,http://www.jobleadchina.com/job/3997,12K/MTH - 18K/MTH,Cinostar,Beijing,"Post time: April 18, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
IELTS mock exam trainer ,http://www.jobleadchina.com/job/3990,20K/MTH - 30K/MTH,Oasis Academy,Beijing,"Post time: April 16, 2019",Experience: Director,Bachelor,Teaching Center
Kindergarten primary middle  teacher needed in zhe,http://www.jobleadchina.com/job/3989,12000K/MTH - 15000K/MTH,Sara,Xi'an,"Post time: April 16, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Fantastic Esl Position in China + Accommodation+Pa,http://www.jobleadchina.com/job/3988,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: April 16, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Fantastic Training School in Ordos,http://www.jobleadchina.com/job/3987,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: April 16, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Fantastic Esl Position in China,http://www.jobleadchina.com/job/3986,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: April 16, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
English Teacher for Early Childhood Education Cent,http://www.jobleadchina.com/job/3982,8K/MTH - 14K/MTH,Hailiang ECE,Hangzhou,"Post time: April 15, 2019",Experience: Associate,Bachelor,School
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/3981,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: April 15, 2019",Experience: Associate,Bachelor,School
Fun in kindergartens!FT English teaching for nativ,http://www.jobleadchina.com/job/3976,20K/MTH - 30K/MTH,TutuageHR,Shanghai,"Post time: April 11, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
summer camp english teacher,http://www.jobleadchina.com/job/3975,20K/MTH - 30K/MTH,Oasis Academy,Beijing,"Post time: April 11, 2019",Experience: Director,Bachelor,Teaching Center
Football Coach,http://www.jobleadchina.com/job/3974,10K/MTH - 20K/MTH,caicaoren,Shanghai,"Post time: April 11, 2019",Experience: Director,Bachelor,Teaching Center
English Teacher for Early Childhood Education Cent,http://www.jobleadchina.com/job/3973,8K/MTH - 14K/MTH,Hailiang ECE,Hangzhou,"Post time: April 11, 2019",Experience: Associate,Bachelor,School
Foreign Kindergaten Teacher,http://www.jobleadchina.com/job/3972,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: April 11, 2019",Experience: Associate,Bachelor,School
English Teacher Wanted,http://www.jobleadchina.com/job/3971,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Beijing,"Post time: April 10, 2019",Experience: Entry Level,Bachelor,Teaching Center
"English teachers (math,physic,biology,Chemistry) w",http://www.jobleadchina.com/job/3969,8000K/MTH - 20000K/MTH,Sara,Others,"Post time: April 10, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
 Kindergarten/Primary English Teacher  Wanted,http://www.jobleadchina.com/job/3968,10000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: April 10, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Native Female for Training School in Guangdong and,http://www.jobleadchina.com/job/3967,10000K/MTH - 20000K/MTH,Sara,Others,"Post time: April 10, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Add Us ! Native English Teacher Welcomed in He Nan,http://www.jobleadchina.com/job/3966,12000K/MTH - 15000K/MTH,Sara,Others,"Post time: April 10, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Kindergarten English Homeroom Teacher,http://www.jobleadchina.com/job/1938,20K/MTH - 22K/MTH,Shanghai Shangde Kindergarten,Shanghai,"Post time: April 08, 2019",Experience: Mid-Senior Level,Any education,School
English Teacher for Early Childhood Education Cent,http://www.jobleadchina.com/job/3963,8K/MTH - 14K/MTH,Hailiang ECE,Hangzhou,"Post time: April 08, 2019",Experience: Associate,Bachelor,School
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/3962,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: April 08, 2019",Experience: Associate,Bachelor,School
Non-native English Speakers in 7 Training Centers,http://www.jobleadchina.com/job/3957,15000K/MTH - 20000K/MTH,TutuageHR,Shanghai,"Post time: April 04, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
The Best Choice for Teachers in China is TalentWay,http://www.jobleadchina.com/job/3956,13K/MTH - 26K/MTH,TALENT WAY,Others,"Post time: April 03, 2019",Experience: Entry Level,Bachelor,Others
English Teacher (Kindergarten),http://www.jobleadchina.com/job/3954,13K/MTH - 18K/MTH,Mengyi Education Inc.,Guangzhou,"Post time: April 02, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Native English Teacher Free Accommodation+High Sal,http://www.jobleadchina.com/job/3950,10000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: April 02, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Native English Teacher,http://www.jobleadchina.com/job/3942,15K/MTH - 22K/MTH,JMtalent Consulting,Chengdu,"Post time: March 30, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Native English Teacher,http://www.jobleadchina.com/job/3941,15K/MTH - 22K/MTH,JMtalent Consulting,Chengdu,"Post time: March 30, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
English subjects teachers needed in Guiyang,http://www.jobleadchina.com/job/3940,8000K/MTH - 20000K/MTH,Sara,Others,"Post time: March 29, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Hiring NOW! 	Native english teacher are need in ch,http://www.jobleadchina.com/job/3939,8000K/MTH - 20000K/MTH,Sara,Guangzhou,"Post time: March 29, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/3936,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: March 29, 2019",Experience: Entry Level,Bachelor,School
Native english teacher wanted in beijing ASAP,http://www.jobleadchina.com/job/3935,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: March 28, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Beijing International Kindergarten / Preschool Eng,http://www.jobleadchina.com/job/3933,20K/MTH - 25K/MTH,LCAIS,Beijing,"Post time: March 28, 2019",Experience: Entry Level,Bachelor,School
English Teacher for Early Childhood Education Cent,http://www.jobleadchina.com/job/3921,8K/MTH - 14K/MTH,Hailiang ECE,Hangzhou,"Post time: March 27, 2019",Experience: Associate,Bachelor,School
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/3920,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: March 27, 2019",Experience: Associate,Bachelor,School
Join us! Native English teacher with good career p,http://www.jobleadchina.com/job/3907,8000K/MTH - 20000K/MTH,Sara,Beijing,"Post time: March 25, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
